	Measurement	Sample Name	Wavelength (nm)	Temperature Start (°C)	Temperature End (°C)	Run	Ramp Type	Sample	bg in mM	[Buffer] in mM	Divalent Ion	Monovalent Ion	gi	file_name	Concentration	Concentration Unit	Ion	deri_fit_Tm_C	deri_fit_dEd/dT	deri_fit_DTm	direct_melt_Tm_C	direct_melt_DTm	direct_melt_DH_J/mol	direct_melt_DDH	direct_melt_m1	direct_melt_Dm1	direct_melt_n1	direct_melt_Dn1	direct_melt_m2	direct_melt_Dm2	direct_melt_n2	direct_melt_Dn2	direct_melt_DS_J/mol/K	direct_melt_DDS
802	3	26 mM KCl	260.0	90.0	21.0	2	Cooling						803	2024-01-25_RNA_melting_KCl.csv																				
803	4	26 mM KCl	260.0	21.0	90.0	2	Heating						804	2024-01-25_RNA_melting_KCl.csv																				
804	5	21 mM KCl	260.0	90.0	21.0	1	Cooling						805	2024-01-25_RNA_melting_KCl.csv																				
805	6	21 mM KCl	260.0	21.0	90.0	1	Heating						806	2024-01-25_RNA_melting_KCl.csv																				
806	7	21 mM KCl	260.0	90.0	21.0	2	Cooling						807	2024-01-25_RNA_melting_KCl.csv																				
807	8	21 mM KCl	260.0	21.0	90.0	2	Heating						808	2024-01-25_RNA_melting_KCl.csv																				
808	9	17 mM KCl	260.0	90.0	21.0	1	Cooling						809	2024-01-25_RNA_melting_KCl.csv																				
809	10	17 mM KCl	260.0	21.0	90.0	1	Heating						810	2024-01-25_RNA_melting_KCl.csv																				
810	11	17 mM KCl	260.0	90.0	21.0	2	Cooling						811	2024-01-25_RNA_melting_KCl.csv																				
811	12	17 mM KCl	260.0	21.0	90.0	2	Heating						812	2024-01-25_RNA_melting_KCl.csv																				
812	13	8.3 mM KCl	260.0	90.0	21.0	1	Cooling						813	2024-01-25_RNA_melting_KCl.csv																				
813	14	8.3 mM KCl	260.0	21.0	90.0	1	Heating						814	2024-01-25_RNA_melting_KCl.csv																				
814	15	8.3 mM KCl	260.0	90.0	21.0	2	Cooling						815	2024-01-25_RNA_melting_KCl.csv																				
815	16	8.3 mM KCl	260.0	21.0	90.0	2	Heating						816	2024-01-25_RNA_melting_KCl.csv																				
816	17	26 mM KCl	400.0	90.0	21.0	1	Cooling						817	2024-01-25_RNA_melting_KCl.csv																				
817	18	26 mM KCl	400.0	21.0	90.0	1	Heating						818	2024-01-25_RNA_melting_KCl.csv																				
818	19	26 mM KCl	400.0	90.0	21.0	2	Cooling						819	2024-01-25_RNA_melting_KCl.csv																				
819	20	26 mM KCl	400.0	21.0	90.0	2	Heating						820	2024-01-25_RNA_melting_KCl.csv																				
820	21	21 mM KCl	400.0	90.0	21.0	1	Cooling						821	2024-01-25_RNA_melting_KCl.csv																				
821	22	21 mM KCl	400.0	21.0	90.0	1	Heating						822	2024-01-25_RNA_melting_KCl.csv																				
822	23	21 mM KCl	400.0	90.0	21.0	2	Cooling						823	2024-01-25_RNA_melting_KCl.csv																				
823	24	21 mM KCl	400.0	21.0	90.0	2	Heating						824	2024-01-25_RNA_melting_KCl.csv																				
824	25	17 mM KCl	400.0	90.0	21.0	1	Cooling						825	2024-01-25_RNA_melting_KCl.csv																				
825	26	17 mM KCl	400.0	21.0	90.0	1	Heating						826	2024-01-25_RNA_melting_KCl.csv																				
826	27	17 mM KCl	400.0	90.0	21.0	2	Cooling						827	2024-01-25_RNA_melting_KCl.csv																				
827	28	17 mM KCl	400.0	21.0	90.0	2	Heating						828	2024-01-25_RNA_melting_KCl.csv																				
828	29	8.3 mM KCl	400.0	90.0	21.0	1	Cooling						829	2024-01-25_RNA_melting_KCl.csv																				
829	30	8.3 mM KCl	400.0	21.0	90.0	1	Heating						830	2024-01-25_RNA_melting_KCl.csv																				
830	31	8.3 mM KCl	400.0	90.0	21.0	2	Cooling						831	2024-01-25_RNA_melting_KCl.csv																				
831	32	8.3 mM KCl	400.0	21.0	90.0	2	Heating						832	2024-01-25_RNA_melting_KCl.csv																				
832	1	516 mM KCl	260.0	90.0	21.0	1	Cooling						833	2024-01-26_RNA_melting_KCl.csv																				
833	2	516 mM KCl	260.0	21.0	90.0	1	Heating						834	2024-01-26_RNA_melting_KCl.csv																				
834	3	516 mM KCl	260.0	90.0	21.0	2	Cooling						835	2024-01-26_RNA_melting_KCl.csv																				
835	4	516 mM KCl	260.0	21.0	90.0	2	Heating						836	2024-01-26_RNA_melting_KCl.csv																				
836	5	116 mM KCl	260.0	90.0	21.0	1	Cooling						837	2024-01-26_RNA_melting_KCl.csv																				
837	6	116 mM KCl	260.0	21.0	90.0	1	Heating						838	2024-01-26_RNA_melting_KCl.csv																				
838	7	116 mM KCl	260.0	90.0	21.0	2	Cooling						839	2024-01-26_RNA_melting_KCl.csv																				
839	8	116 mM KCl	260.0	21.0	90.0	2	Heating						840	2024-01-26_RNA_melting_KCl.csv																				
840	9	66 mM KCl	260.0	90.0	21.0	1	Cooling						841	2024-01-26_RNA_melting_KCl.csv																				
841	10	66 mM KCl	260.0	21.0	90.0	1	Heating						842	2024-01-26_RNA_melting_KCl.csv																				
842	11	66 mM KCl	260.0	90.0	21.0	2	Cooling						843	2024-01-26_RNA_melting_KCl.csv																				
843	12	66 mM KCl	260.0	21.0	90.0	2	Heating						844	2024-01-26_RNA_melting_KCl.csv																				
844	13	31 mM KCl	260.0	90.0	21.0	1	Cooling						845	2024-01-26_RNA_melting_KCl.csv																				
845	14	31 mM KCl	260.0	21.0	90.0	1	Heating						846	2024-01-26_RNA_melting_KCl.csv																				
846	15	31 mM KCl	260.0	90.0	21.0	2	Cooling						847	2024-01-26_RNA_melting_KCl.csv																				
847	16	31 mM KCl	260.0	21.0	90.0	2	Heating						848	2024-01-26_RNA_melting_KCl.csv																				
848	17	516 mM KCl	400.0	90.0	21.0	1	Cooling						849	2024-01-26_RNA_melting_KCl.csv																				
849	18	516 mM KCl	400.0	21.0	90.0	1	Heating						850	2024-01-26_RNA_melting_KCl.csv																				
850	19	516 mM KCl	400.0	90.0	21.0	2	Cooling						851	2024-01-26_RNA_melting_KCl.csv																				
851	20	516 mM KCl	400.0	21.0	90.0	2	Heating						852	2024-01-26_RNA_melting_KCl.csv																				
852	21	116 mM KCl	400.0	90.0	21.0	1	Cooling						853	2024-01-26_RNA_melting_KCl.csv																				
853	22	116 mM KCl	400.0	21.0	90.0	1	Heating						854	2024-01-26_RNA_melting_KCl.csv																				
854	23	116 mM KCl	400.0	90.0	21.0	2	Cooling						855	2024-01-26_RNA_melting_KCl.csv																				
855	24	116 mM KCl	400.0	21.0	90.0	2	Heating						856	2024-01-26_RNA_melting_KCl.csv																				
856	25	66 mM KCl	400.0	90.0	21.0	1	Cooling						857	2024-01-26_RNA_melting_KCl.csv																				
857	26	66 mM KCl	400.0	21.0	90.0	1	Heating						858	2024-01-26_RNA_melting_KCl.csv																				
858	27	66 mM KCl	400.0	90.0	21.0	2	Cooling						859	2024-01-26_RNA_melting_KCl.csv																				
859	28	66 mM KCl	400.0	21.0	90.0	2	Heating						860	2024-01-26_RNA_melting_KCl.csv																				
860	29	31 mM KCl	400.0	90.0	21.0	1	Cooling						861	2024-01-26_RNA_melting_KCl.csv																				
861	30	31 mM KCl	400.0	21.0	90.0	1	Heating						862	2024-01-26_RNA_melting_KCl.csv																				
862	31	31 mM KCl	400.0	90.0	21.0	2	Cooling						863	2024-01-26_RNA_melting_KCl.csv																				
863	32	31 mM KCl	400.0	21.0	90.0	2	Heating						864	2024-01-26_RNA_melting_KCl.csv																				
864	1	4.15 mM NaCl	260.0	90.0	21.0	1	Cooling						865	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
865	2	4.15 mM NaCl	260.0	21.0	90.0	1	Heating						866	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
866	3	4.15 mM NaCl	260.0	90.0	21.0	2	Cooling						867	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
867	4	4.15 mM NaCl	260.0	21.0	90.0	2	Heating						868	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
868	5	1.66 mM NaCl	260.0	90.0	21.0	1	Cooling						869	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
869	6	1.66 mM NaCl	260.0	21.0	90.0	1	Heating						870	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
870	7	1.66 mM NaCl	260.0	90.0	21.0	2	Cooling						871	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
871	8	1.66 mM NaCl	260.0	21.0	90.0	2	Heating						872	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
872	9	0.8 mM NaCl	260.0	90.0	21.0	1	Cooling						873	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
873	10	0.8 mM NaCl	260.0	21.0	90.0	1	Heating						874	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
874	11	0.8 mM NaCl	260.0	90.0	21.0	2	Cooling						875	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
875	12	0.8 mM NaCl	260.0	21.0	90.0	2	Heating						876	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
876	13	0.08 mM NaCl	260.0	90.0	21.0	1	Cooling						877	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
877	14	0.08 mM NaCl	260.0	21.0	90.0	1	Heating						878	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
878	15	0.08 mM NaCl	260.0	90.0	21.0	2	Cooling						879	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
879	16	0.08 mM NaCl	260.0	21.0	90.0	2	Heating						880	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
880	17	4.15 mM NaCl	400.0	90.0	21.0	1	Cooling						881	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
881	18	4.15 mM NaCl	400.0	21.0	90.0	1	Heating						882	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
882	19	4.15 mM NaCl	400.0	90.0	21.0	2	Cooling						883	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
883	20	4.15 mM NaCl	400.0	21.0	90.0	2	Heating						884	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
884	21	1.66 mM NaCl	400.0	90.0	21.0	1	Cooling						885	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
885	22	1.66 mM NaCl	400.0	21.0	90.0	1	Heating						886	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
886	23	1.66 mM NaCl	400.0	90.0	21.0	2	Cooling						887	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
887	24	1.66 mM NaCl	400.0	21.0	90.0	2	Heating						888	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
888	25	0.8 mM NaCl	400.0	90.0	21.0	1	Cooling						889	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
889	26	0.8 mM NaCl	400.0	21.0	90.0	1	Heating						890	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
890	27	0.8 mM NaCl	400.0	90.0	21.0	2	Cooling						891	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
891	28	0.8 mM NaCl	400.0	21.0	90.0	2	Heating						892	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
892	29	0.08 mM NaCl	400.0	90.0	21.0	1	Cooling						893	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
893	30	0.08 mM NaCl	400.0	21.0	90.0	1	Heating						894	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
894	31	0.08 mM NaCl	400.0	90.0	21.0	2	Cooling						895	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
895	32	0.08 mM NaCl	400.0	21.0	90.0	2	Heating						896	2024-01-29_RNA_melting_NaCl_HEPES.csv																				
896	1	26 mM NaCl	260.0	90.0	21.0	1	Cooling						897	2024-01-31_RNA_melting_NaCl.csv																				
897	2	26 mM NaCl	260.0	21.0	90.0	1	Heating						898	2024-01-31_RNA_melting_NaCl.csv																				
898	3	26 mM NaCl	260.0	90.0	21.0	2	Cooling						899	2024-01-31_RNA_melting_NaCl.csv																				
899	4	26 mM NaCl	260.0	21.0	90.0	2	Heating						900	2024-01-31_RNA_melting_NaCl.csv																				
900	5	21 mM NaCl	260.0	90.0	21.0	1	Cooling						901	2024-01-31_RNA_melting_NaCl.csv																				
901	6	21 mM NaCl	260.0	21.0	90.0	1	Heating						902	2024-01-31_RNA_melting_NaCl.csv																				
902	7	21 mM NaCl	260.0	90.0	21.0	2	Cooling						903	2024-01-31_RNA_melting_NaCl.csv																				
903	8	21 mM NaCl	260.0	21.0	90.0	2	Heating						904	2024-01-31_RNA_melting_NaCl.csv																				
904	9	17 mM NaCl	260.0	90.0	21.0	1	Cooling						905	2024-01-31_RNA_melting_NaCl.csv																				
905	10	17 mM NaCl	260.0	21.0	90.0	1	Heating						906	2024-01-31_RNA_melting_NaCl.csv																				
906	11	17 mM NaCl	260.0	90.0	21.0	2	Cooling						907	2024-01-31_RNA_melting_NaCl.csv																				
907	12	17 mM NaCl	260.0	21.0	90.0	2	Heating						908	2024-01-31_RNA_melting_NaCl.csv																				
908	13	8.3 mM NaCl	260.0	90.0	21.0	1	Cooling						909	2024-01-31_RNA_melting_NaCl.csv																				
909	14	8.3 mM NaCl	260.0	21.0	90.0	1	Heating						910	2024-01-31_RNA_melting_NaCl.csv																				
910	15	8.3 mM NaCl	260.0	90.0	21.0	2	Cooling						911	2024-01-31_RNA_melting_NaCl.csv																				
911	16	8.3 mM NaCl	260.0	21.0	90.0	2	Heating						912	2024-01-31_RNA_melting_NaCl.csv																				
912	17	26 mM NaCl	400.0	90.0	21.0	1	Cooling						913	2024-01-31_RNA_melting_NaCl.csv																				
913	18	26 mM NaCl	400.0	21.0	90.0	1	Heating						914	2024-01-31_RNA_melting_NaCl.csv																				
914	19	26 mM NaCl	400.0	90.0	21.0	2	Cooling						915	2024-01-31_RNA_melting_NaCl.csv																				
915	20	26 mM NaCl	400.0	21.0	90.0	2	Heating						916	2024-01-31_RNA_melting_NaCl.csv																				
916	21	21 mM NaCl	400.0	90.0	21.0	1	Cooling						917	2024-01-31_RNA_melting_NaCl.csv																				
917	22	21 mM NaCl	400.0	21.0	90.0	1	Heating						918	2024-01-31_RNA_melting_NaCl.csv																				
918	23	21 mM NaCl	400.0	90.0	21.0	2	Cooling						919	2024-01-31_RNA_melting_NaCl.csv																				
919	24	21 mM NaCl	400.0	21.0	90.0	2	Heating						920	2024-01-31_RNA_melting_NaCl.csv																				
920	25	17 mM NaCl	400.0	90.0	21.0	1	Cooling						921	2024-01-31_RNA_melting_NaCl.csv																				
921	26	17 mM NaCl	400.0	21.0	90.0	1	Heating						922	2024-01-31_RNA_melting_NaCl.csv																				
922	27	17 mM NaCl	400.0	90.0	21.0	2	Cooling						923	2024-01-31_RNA_melting_NaCl.csv																				
923	28	17 mM NaCl	400.0	21.0	90.0	2	Heating						924	2024-01-31_RNA_melting_NaCl.csv																				
924	29	8.3 mM NaCl	400.0	90.0	21.0	1	Cooling						925	2024-01-31_RNA_melting_NaCl.csv																				
925	30	8.3 mM NaCl	400.0	21.0	90.0	1	Heating						926	2024-01-31_RNA_melting_NaCl.csv																				
926	31	8.3 mM NaCl	400.0	90.0	21.0	2	Cooling						927	2024-01-31_RNA_melting_NaCl.csv																				
927	32	8.3 mM NaCl	400.0	21.0	90.0	2	Heating						928	2024-01-31_RNA_melting_NaCl.csv																				
928	1	516 mM NaCl	260.0	90.0	21.0	1	Cooling						929	2024-02-01_RNA_melting_NaCl.csv																				
929	2	516 mM NaCl	260.0	21.0	90.0	1	Heating						930	2024-02-01_RNA_melting_NaCl.csv																				
930	3	516 mM NaCl	260.0	90.0	21.0	2	Cooling						931	2024-02-01_RNA_melting_NaCl.csv																				
931	4	516 mM NaCl	260.0	21.0	90.0	2	Heating						932	2024-02-01_RNA_melting_NaCl.csv																				
932	5	116 mM NaCl	260.0	90.0	21.0	1	Cooling						933	2024-02-01_RNA_melting_NaCl.csv																				
933	6	116 mM NaCl	260.0	21.0	90.0	1	Heating						934	2024-02-01_RNA_melting_NaCl.csv																				
934	7	116 mM NaCl	260.0	90.0	21.0	2	Cooling						935	2024-02-01_RNA_melting_NaCl.csv																				
935	8	116 mM NaCl	260.0	21.0	90.0	2	Heating						936	2024-02-01_RNA_melting_NaCl.csv																				
936	9	66 mM NaCl	260.0	90.0	21.0	1	Cooling						937	2024-02-01_RNA_melting_NaCl.csv																				
937	10	66 mM NaCl	260.0	21.0	90.0	1	Heating						938	2024-02-01_RNA_melting_NaCl.csv																				
938	11	66 mM NaCl	260.0	90.0	21.0	2	Cooling						939	2024-02-01_RNA_melting_NaCl.csv																				
939	12	66 mM NaCl	260.0	21.0	90.0	2	Heating						940	2024-02-01_RNA_melting_NaCl.csv																				
940	13	41 mM NaCl	260.0	90.0	21.0	1	Cooling						941	2024-02-01_RNA_melting_NaCl.csv																				
941	14	41 mM NaCl	260.0	21.0	90.0	1	Heating						942	2024-02-01_RNA_melting_NaCl.csv																				
942	15	41 mM NaCl	260.0	90.0	21.0	2	Cooling						943	2024-02-01_RNA_melting_NaCl.csv																				
943	16	41 mM NaCl	260.0	21.0	90.0	2	Heating						944	2024-02-01_RNA_melting_NaCl.csv																				
944	17	516 mM NaCl	400.0	90.0	21.0	1	Cooling						945	2024-02-01_RNA_melting_NaCl.csv																				
945	18	516 mM NaCl	400.0	21.0	90.0	1	Heating						946	2024-02-01_RNA_melting_NaCl.csv																				
946	19	516 mM NaCl	400.0	90.0	21.0	2	Cooling						947	2024-02-01_RNA_melting_NaCl.csv																				
947	20	516 mM NaCl	400.0	21.0	90.0	2	Heating						948	2024-02-01_RNA_melting_NaCl.csv																				
948	21	116 mM NaCl	400.0	90.0	21.0	1	Cooling						949	2024-02-01_RNA_melting_NaCl.csv																				
949	22	116 mM NaCl	400.0	21.0	90.0	1	Heating						950	2024-02-01_RNA_melting_NaCl.csv																				
950	23	116 mM NaCl	400.0	90.0	21.0	2	Cooling						951	2024-02-01_RNA_melting_NaCl.csv																				
951	24	116 mM NaCl	400.0	21.0	90.0	2	Heating						952	2024-02-01_RNA_melting_NaCl.csv																				
952	25	66 mM NaCl	400.0	90.0	21.0	1	Cooling						953	2024-02-01_RNA_melting_NaCl.csv																				
953	26	66 mM NaCl	400.0	21.0	90.0	1	Heating						954	2024-02-01_RNA_melting_NaCl.csv																				
954	27	66 mM NaCl	400.0	90.0	21.0	2	Cooling						955	2024-02-01_RNA_melting_NaCl.csv																				
955	28	66 mM NaCl	400.0	21.0	90.0	2	Heating						956	2024-02-01_RNA_melting_NaCl.csv																				
956	29	41 mM NaCl	400.0	90.0	21.0	1	Cooling						957	2024-02-01_RNA_melting_NaCl.csv																				
957	30	41 mM NaCl	400.0	21.0	90.0	1	Heating						958	2024-02-01_RNA_melting_NaCl.csv																				
958	31	41 mM NaCl	400.0	90.0	21.0	2	Cooling						959	2024-02-01_RNA_melting_NaCl.csv																				
959	32	41 mM NaCl	400.0	21.0	90.0	2	Heating						960	2024-02-01_RNA_melting_NaCl.csv																				
960	1	5 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	961	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	5.0	mM	MgCl2																	
961	2	5 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	962	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	5.0	mM	MgCl2																	
962	3	5 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	963	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	5.0	mM	MgCl2																	
963	4	5 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	964	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	5.0	mM	MgCl2																	
964	5	1 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	965	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	1.0	mM	MgCl2																	
965	6	1 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	966	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	1.0	mM	MgCl2																	
966	7	1 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	967	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	1.0	mM	MgCl2																	
967	8	1 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	968	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	1.0	mM	MgCl2																	
968	9	0.1 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	969	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.1	mM	MgCl2																	
969	10	0.1 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	970	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.1	mM	MgCl2																	
970	11	0.1 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	971	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.1	mM	MgCl2																	
971	12	0.1 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	972	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.1	mM	MgCl2																	
972	13	0 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	973	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.0	mM	MgCl2																	
973	14	0 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	974	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.0	mM	MgCl2																	
974	15	0 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	975	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.0	mM	MgCl2																	
975	16	0 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	976	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.0	mM	MgCl2																	
976	17	5 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	977	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	5.0	mM	MgCl2																	
977	18	5 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	978	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	5.0	mM	MgCl2																	
978	19	5 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	979	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	5.0	mM	MgCl2																	
979	20	5 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	980	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	5.0	mM	MgCl2																	
980	21	1 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	981	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	1.0	mM	MgCl2																	
981	22	1 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	982	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	1.0	mM	MgCl2																	
982	23	1 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	983	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	1.0	mM	MgCl2																	
983	24	1 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	984	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	1.0	mM	MgCl2																	
984	25	0.1 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	985	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.1	mM	MgCl2																	
985	26	0.1 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	986	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.1	mM	MgCl2																	
986	27	0.1 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	987	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.1	mM	MgCl2																	
987	28	0.1 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	988	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.1	mM	MgCl2																	
988	29	0 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	989	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.0	mM	MgCl2																	
989	30	0 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	990	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.0	mM	MgCl2																	
990	31	0 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	991	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.0	mM	MgCl2																	
991	32	0 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	992	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv	0.0	mM	MgCl2																	
992	1	100 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	993	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	100.0	mM	MgCl2																	
993	2	100 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	994	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	100.0	mM	MgCl2																	
994	3	100 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	995	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	100.0	mM	MgCl2																	
995	4	100 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	996	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	100.0	mM	MgCl2																	
996	5	50 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	997	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	50.0	mM	MgCl2																	
997	6	50 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	998	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	50.0	mM	MgCl2																	
998	7	50 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	999	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	50.0	mM	MgCl2																	
999	8	50 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	1000	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	50.0	mM	MgCl2																	
1000	9	25 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	1001	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	25.0	mM	MgCl2																	
1001	10	25 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	1002	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	25.0	mM	MgCl2																	
1002	11	25 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	1003	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	25.0	mM	MgCl2																	
